configurationID,aud,constrained-intra,intra-refresh,no-asm,slow-firstpass,weightb,aq-strength,ipratio,pbratio,psy-rd,qblur,qcomp,vbv-init,aq-mode,b-adapt,bframes,crf,keyint,lookahead-threads,min-keyint,qp,qpstep,qpmin,qpmax,rc-lookahead,ref,vbv-bufsize,deblock,me,overscan,preset,scenecut,tune,size,user,system,elapsedtime,cpu,fps,kbs
1261,--aud,None,--intra-refresh,None,--slow-firstpass,--weightb,0.5,1.6,1.3,4.8,0.6,0.9,0.6,2,1,8,25,290,0,20,0,5,4,62,48,1,2000,1:1,dia,crop,veryslow,0,grain,44072106,38.01,0.27,0:06.23,614,86.39,17627.64
1262,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.4,1.2,4.8,0.5,0.7,0.8,3,1,4,35,220,1,27,10,5,3,63,28,3,1000,-2:-2,hex,show,faster,30,animation,19498619,99.36,0.30,0:12.86,774,39.29,7797.32
1263,None,None,None,None,None,--no-weightb,0.0,1.0,1.3,4.8,0.3,0.8,0.3,0,1,16,35,200,0,26,0,5,2,68,18,6,1000,-2:-2,hex,show,placebo,30,animation,42616933,54.82,0.40,0:08.33,662,62.57,17045.56
1264,--aud,--constrained-intra,None,--no-asm,None,--weightb,0.5,1.1,1.0,0.6,0.4,0.7,0.7,3,1,0,45,260,1,23,50,4,3,68,18,1,2000,-1:-1,dia,crop,superfast,10,ssim,300174,11.44,0.18,0:01.98,584,269.52,118.86
1265,None,--constrained-intra,None,None,None,--no-weightb,2.0,1.0,1.1,3.8,0.6,0.9,0.3,3,0,2,15,210,4,25,20,5,3,69,18,6,2000,-1:-1,hex,crop,medium,0,grain,10063898,39.06,0.25,0:05.24,749,98.18,4023.25
1266,None,--constrained-intra,None,None,None,--weightb,3.0,1.5,1.4,3.2,0.5,0.9,0.5,2,1,8,45,290,2,27,0,4,4,64,48,3,1000,-1:-1,dia,show,veryslow,10,animation,45633258,45.06,0.40,0:07.11,639,73.68,18252.10
1267,None,--constrained-intra,None,--no-asm,None,--no-weightb,2.5,1.5,1.3,2.4,0.4,0.9,0.6,0,1,8,15,250,1,20,30,4,3,66,38,5,1000,-2:-2,dia,show,fast,30,grain,3503218,135.24,0.29,0:18.07,750,27.90,1399.18
1268,None,None,None,None,None,--no-weightb,2.5,1.2,1.2,1.0,0.4,0.7,0.0,0,1,4,50,300,1,23,20,4,4,67,28,4,1000,-2:-2,dia,show,ultrafast,10,grain,13760320,11.12,0.22,0:01.77,639,310.78,5501.64
1269,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.4,1.2,0.6,0.6,0.7,0.3,1,2,14,10,290,3,24,30,3,1,64,48,5,2000,1:1,hex,show,placebo,0,psnr,3051190,306.40,1.14,0:50.82,605,9.86,1218.29
1270,--aud,None,None,--no-asm,--slow-firstpass,--weightb,0.0,1.2,1.4,0.6,0.6,0.6,0.0,3,2,0,30,230,4,30,30,5,3,64,38,5,1000,-1:-1,dia,show,fast,0,ssim,3325296,131.53,0.38,0:18.92,697,26.60,1328.91
128,None,--constrained-intra,None,None,--slow-firstpass,--weightb,0.0,1.3,1.2,3.4,0.2,0.6,0.7,3,2,8,40,260,0,25,40,5,1,64,38,1,1000,1:1,dia,crop,superfast,40,animation,1040598,8.21,0.71,0:02.86,311,183.29,413.72
1271,None,None,None,--no-asm,--slow-firstpass,--weightb,0.5,1.5,1.3,5.0,0.4,0.6,0.7,1,0,0,35,250,2,23,10,3,1,63,48,2,2000,-2:-2,umh,crop,ultrafast,40,animation,31156099,79.20,0.35,0:11.36,700,44.76,12461.23
1272,None,None,None,None,None,--no-weightb,3.0,1.1,1.2,1.8,0.5,0.9,0.3,0,2,14,10,280,3,20,30,4,4,69,38,6,2000,-2:-2,dia,show,ultrafast,40,psnr,5010364,15.61,0.99,0:04.39,377,117.88,2001.62
1273,--aud,None,None,None,None,--weightb,2.0,1.5,1.2,3.0,0.5,0.7,0.4,1,2,16,30,290,1,28,40,5,2,68,38,2,2000,-1:-1,umh,crop,placebo,0,animation,1405462,43.37,0.29,0:15.55,280,32.44,560.01
1274,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.6,1.2,1.8,0.3,0.9,0.9,2,2,16,15,250,4,24,40,4,0,68,48,4,2000,-2:-2,umh,show,ultrafast,0,ssim,1357548,129.41,1.96,0:24.88,527,20.21,540.53
1275,None,None,None,--no-asm,--slow-firstpass,--no-weightb,2.0,1.5,1.4,0.6,0.2,0.7,0.7,1,0,10,25,300,0,23,50,3,1,61,28,4,2000,-2:-2,hex,show,medium,10,ssim,268539,50.12,0.29,0:07.02,718,72.66,105.58
1276,None,None,None,--no-asm,None,--no-weightb,1.0,1.1,1.2,0.4,0.6,0.8,0.4,1,1,4,5,270,2,23,20,3,1,62,18,5,1000,1:1,umh,crop,fast,0,grain,7718775,375.05,0.44,0:49.45,759,10.14,3085.32
1277,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.0,1.1,1.4,3.8,0.3,0.7,0.4,0,2,16,40,260,2,27,50,5,1,66,18,1,1000,1:1,umh,crop,slow,30,animation,372846,168.44,0.86,0:50.29,336,9.98,146.93
1278,--aud,--constrained-intra,None,None,None,--no-weightb,0.5,1.2,1.1,4.2,0.5,0.6,0.4,2,1,12,15,220,1,27,40,4,0,62,38,5,2000,1:1,hex,show,slow,0,animation,1458849,24.20,0.34,0:03.68,666,140.60,581.38
1279,None,--constrained-intra,--intra-refresh,None,--slow-firstpass,--no-weightb,2.5,1.1,1.3,4.4,0.4,0.9,0.1,2,1,10,35,240,4,30,0,3,3,68,28,1,2000,-2:-2,dia,crop,veryfast,0,ssim,48686443,11.69,0.30,0:02.17,552,271.95,19473.37
1280,None,--constrained-intra,None,--no-asm,None,--weightb,3.0,1.4,1.3,1.6,0.3,0.9,0.7,3,2,16,40,290,3,20,30,5,3,65,48,3,2000,-1:-1,hex,show,fast,10,grain,3398042,205.43,1.38,0:49.03,421,10.23,1357.03
129,None,None,None,--no-asm,None,--weightb,0.5,1.3,1.1,5.0,0.5,0.6,0.1,2,0,0,20,210,1,25,30,4,2,62,38,2,2000,1:1,dia,crop,slower,40,psnr,3095332,142.24,0.28,0:20.11,708,25.03,1236.92
1281,--aud,None,None,--no-asm,None,--weightb,1.5,1.1,1.3,1.4,0.2,0.8,0.9,0,2,12,35,300,0,27,40,4,0,65,48,4,2000,-2:-2,umh,show,ultrafast,0,animation,1294433,107.46,0.88,0:20.16,537,24.97,515.25
1282,None,--constrained-intra,None,--no-asm,None,--no-weightb,2.5,1.1,1.2,1.2,0.4,0.8,0.9,0,2,8,40,240,0,21,50,4,0,64,48,5,1000,1:1,hex,crop,faster,0,animation,375024,93.28,0.72,0:23.43,401,21.47,147.84
1283,--aud,None,None,None,None,--no-weightb,2.0,1.4,1.3,3.2,0.6,0.7,0.2,0,0,16,40,220,0,29,0,3,3,69,28,6,2000,-1:-1,dia,crop,faster,40,psnr,44415948,18.41,0.37,0:02.91,644,185.22,17765.17
1284,None,None,--intra-refresh,--no-asm,None,--weightb,1.5,1.0,1.3,3.4,0.2,0.9,0.8,1,0,2,30,200,2,23,30,3,4,61,48,1,2000,-1:-1,umh,show,slow,0,animation,3690215,239.71,0.25,0:30.55,785,16.44,1473.79
1285,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.6,1.3,2.6,0.6,0.6,0.5,3,2,6,35,260,0,21,0,3,1,60,18,6,1000,-1:-1,hex,crop,fast,40,ssim,43056998,177.07,0.43,0:24.24,732,20.91,17221.59
1286,None,--constrained-intra,None,None,None,--weightb,0.5,1.2,1.0,2.2,0.5,0.6,0.3,2,2,10,5,220,0,25,20,4,1,66,18,3,1000,-1:-1,hex,show,superfast,40,psnr,10457783,13.09,0.70,0:03.68,375,142.35,4180.60
1287,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,3.0,1.0,1.3,0.8,0.2,0.7,0.9,0,1,2,35,280,0,28,10,4,4,61,38,4,2000,-1:-1,umh,show,faster,30,animation,19643387,221.56,0.37,0:28.69,773,17.56,7855.26
1288,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,0.0,1.5,1.3,2.6,0.3,0.9,0.0,2,1,2,15,210,0,27,40,5,1,67,38,5,2000,-1:-1,hex,show,veryfast,10,ssim,1178443,6.86,0.24,0:01.34,530,414.17,469.24
1289,--aud,None,None,None,None,--no-weightb,2.5,1.4,1.3,2.2,0.5,0.8,0.5,1,0,2,15,250,0,22,0,5,0,69,18,3,1000,1:1,umh,crop,fast,40,ssim,43006987,35.41,0.35,0:05.38,663,97.76,17201.58
1290,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.4,1.3,4.6,0.6,0.6,0.7,3,0,12,25,240,0,21,10,4,4,65,38,1,2000,1:1,hex,show,medium,30,animation,24305471,165.80,0.26,0:21.59,769,23.39,9720.42
130,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,2.0,1.1,1.4,2.0,0.6,0.8,0.1,0,1,12,40,300,4,29,30,4,1,61,48,4,1000,-2:-2,hex,show,ultrafast,0,psnr,5071504,6.47,0.42,0:01.22,564,458.58,2026.31
1291,--aud,None,None,--no-asm,--slow-firstpass,--weightb,0.0,1.0,1.1,0.2,0.3,0.7,0.9,0,2,14,5,200,3,22,50,3,4,65,48,3,1000,-1:-1,umh,crop,fast,0,grain,386232,238.43,1.02,0:45.72,523,10.96,152.31
1292,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,0.0,1.6,1.0,4.4,0.4,0.8,0.2,3,1,14,15,270,1,30,50,4,3,66,28,6,2000,1:1,umh,show,veryfast,10,ssim,329702,86.23,0.25,0:13.96,619,36.17,129.72
1293,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.3,1.1,3.8,0.5,0.6,0.6,1,1,4,10,300,1,23,10,3,0,68,38,2,2000,-2:-2,dia,show,placebo,10,ssim,17667927,223.74,0.33,0:29.95,748,16.78,7065.01
1294,None,None,None,None,None,--weightb,2.5,1.5,1.1,4.8,0.4,0.8,0.3,3,0,8,30,270,0,20,10,4,2,60,48,4,2000,-1:-1,hex,crop,ultrafast,10,ssim,32482540,20.06,0.26,0:02.90,699,189.63,12991.07
1295,None,None,None,--no-asm,None,--weightb,1.0,1.0,1.1,1.4,0.2,0.8,0.9,2,2,10,15,280,3,27,0,4,2,63,28,4,2000,-2:-2,dia,crop,faster,40,grain,44404352,77.19,0.40,0:10.45,741,49.05,17760.53
1296,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,2.0,1.3,1.1,0.4,0.3,0.6,0.3,3,0,6,25,250,3,28,10,3,3,62,48,3,2000,1:1,hex,crop,veryfast,30,psnr,24728199,89.05,0.28,0:11.60,769,43.87,9889.14
1297,None,--constrained-intra,None,None,None,--weightb,2.0,1.6,1.2,2.2,0.3,0.7,0.1,0,1,10,10,260,1,27,30,5,4,62,18,1,1000,-1:-1,dia,crop,slower,10,psnr,2996450,31.53,0.23,0:04.63,685,111.39,1196.42
1298,--aud,None,None,None,--slow-firstpass,--no-weightb,3.0,1.4,1.4,4.6,0.6,0.6,0.3,0,0,14,15,260,1,27,10,5,4,68,18,2,2000,-1:-1,dia,crop,superfast,40,animation,24507330,8.26,0.22,0:01.41,598,414.94,9801.24
1299,None,None,None,None,--slow-firstpass,--weightb,2.0,1.5,1.0,2.0,0.4,0.7,0.0,2,2,14,5,250,0,29,20,4,4,61,38,1,1000,-1:-1,dia,crop,faster,10,ssim,8847204,28.15,1.00,0:07.84,371,64.90,3536.66
1300,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.5,1.2,0.4,0.4,0.7,0.0,0,0,16,35,230,3,27,0,4,3,65,18,2,1000,-2:-2,hex,show,ultrafast,30,psnr,63069608,21.40,0.33,0:03.46,627,166.12,25226.63
14,None,None,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.1,1.2,0.4,0.4,0.9,0.7,2,1,10,40,200,2,25,40,3,1,62,28,3,2000,-1:-1,umh,crop,veryslow,40,psnr,1120807,261.27,0.34,0:35.90,728,13.98,446.18
131,--aud,--constrained-intra,None,--no-asm,None,--weightb,2.0,1.2,1.1,3.2,0.4,0.9,0.7,3,1,8,30,240,1,29,10,3,1,69,28,2,2000,1:1,dia,show,placebo,10,animation,19615297,234.94,0.37,0:31.42,748,16.02,7843.96
1301,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,3.0,1.6,1.0,4.6,0.2,0.7,0.3,3,1,14,25,230,1,21,10,3,2,64,18,3,2000,-2:-2,umh,crop,slower,40,psnr,18641399,384.47,0.26,0:51.67,744,9.70,7454.43
1302,--aud,None,None,None,--slow-firstpass,--no-weightb,0.0,1.6,1.4,2.6,0.2,0.7,0.4,3,2,16,35,250,4,21,10,4,0,69,48,4,1000,-1:-1,umh,crop,veryfast,10,animation,19246603,38.41,1.63,0:08.99,445,56.96,7696.44
1303,None,--constrained-intra,None,--no-asm,None,--no-weightb,2.0,1.0,1.2,5.0,0.6,0.7,0.1,2,1,4,50,250,4,28,0,4,4,67,28,4,2000,-1:-1,hex,crop,superfast,10,ssim,49050221,53.64,0.35,0:07.50,719,70.19,19618.88
1304,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,2.0,1.4,1.1,0.2,0.4,0.7,0.5,2,2,10,25,210,4,24,50,5,4,61,18,6,1000,-1:-1,umh,crop,superfast,30,ssim,275877,12.27,1.23,0:03.51,384,148.03,107.85
1305,--aud,None,None,--no-asm,None,--no-weightb,1.0,1.0,1.0,3.0,0.2,0.9,0.3,3,1,14,35,200,1,22,50,4,0,62,18,4,1000,-1:-1,umh,crop,medium,40,animation,397103,173.81,0.26,0:24.06,723,20.91,156.71
1306,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,3.0,1.5,1.3,1.6,0.2,0.9,0.3,2,1,8,50,250,3,22,40,3,0,65,38,1,1000,-1:-1,hex,show,ultrafast,40,psnr,1508299,16.82,0.28,0:03.28,521,160.32,600.94
1307,--aud,None,--intra-refresh,None,--slow-firstpass,--weightb,1.5,1.6,1.3,3.6,0.4,0.6,0.0,1,0,12,5,220,4,21,50,3,3,62,38,1,1000,1:1,dia,show,ultrafast,0,ssim,366105,1.73,0.19,0:00.54,352,1207.23,144.71
1308,None,--constrained-intra,None,None,None,--weightb,0.0,1.3,1.1,4.4,0.4,0.7,0.0,0,0,2,5,240,3,29,30,4,4,64,48,5,2000,1:1,hex,crop,superfast,0,animation,3898358,4.88,0.22,0:00.93,548,627.26,1557.04
1309,--aud,None,None,None,--slow-firstpass,--no-weightb,2.5,1.6,1.2,1.4,0.6,0.7,0.4,2,2,10,20,290,3,26,10,4,1,62,18,3,1000,-1:-1,hex,show,slow,10,ssim,16549509,67.48,0.77,0:10.26,665,49.64,6617.63
1310,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,2.5,1.2,1.2,1.2,0.4,0.8,0.2,3,1,0,20,200,0,22,20,5,4,66,48,2,2000,-2:-2,umh,show,veryslow,10,ssim,8124451,333.67,0.32,0:50.36,663,9.96,3248.57
132,None,None,None,None,--slow-firstpass,--weightb,1.5,1.6,1.3,0.4,0.2,0.6,0.9,3,2,14,25,280,2,28,30,5,4,65,28,3,1000,-2:-2,hex,show,medium,0,psnr,3094471,33.68,0.74,0:10.12,339,50.04,1235.59
1311,--aud,None,None,None,--slow-firstpass,--no-weightb,1.0,1.0,1.1,3.6,0.4,0.8,0.6,0,0,8,45,290,0,22,0,5,2,65,18,5,2000,-2:-2,hex,crop,veryfast,0,ssim,44894691,15.76,0.33,0:02.68,598,210.31,17956.67
1312,None,None,None,None,None,--weightb,2.5,1.2,1.3,0.2,0.6,0.9,0.3,1,1,14,20,230,2,20,10,5,1,69,38,6,2000,1:1,umh,show,slower,0,grain,17435616,105.17,0.35,0:14.86,710,34.06,6972.07
1313,None,--constrained-intra,None,None,None,--weightb,2.5,1.0,1.4,4.2,0.4,0.9,0.1,3,2,12,0,220,3,27,50,4,2,68,48,5,2000,1:1,hex,show,veryslow,0,psnr,271880,25.18,0.94,0:06.96,375,73.35,106.56
1314,--aud,None,None,--no-asm,None,--no-weightb,1.0,1.5,1.3,3.0,0.5,0.9,0.3,3,0,0,25,250,2,23,20,4,3,67,18,5,2000,1:1,dia,crop,veryslow,30,grain,8913289,251.02,0.44,0:35.61,706,14.10,3564.10
1315,--aud,--constrained-intra,None,--no-asm,None,--weightb,0.0,1.4,1.2,2.2,0.4,0.9,0.9,3,2,12,45,280,0,20,0,5,0,69,18,2,1000,-1:-1,dia,show,slower,10,grain,45543095,134.14,0.39,0:19.64,685,25.88,18216.03
1316,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.0,1.3,0.2,0.4,0.8,0.0,0,2,12,50,270,3,30,10,3,1,69,28,3,1000,1:1,hex,show,veryslow,30,psnr,17404699,313.77,0.97,0:47.06,668,10.66,6959.70
1317,None,None,None,None,None,--weightb,0.5,1.2,1.1,3.8,0.4,0.6,0.9,2,1,6,40,260,3,23,0,5,2,67,48,4,1000,-2:-2,umh,crop,slow,10,animation,42736736,51.87,0.40,0:07.88,663,66.34,17093.49
1318,None,None,None,--no-asm,--slow-firstpass,--weightb,1.5,1.5,1.3,3.2,0.4,0.8,0.7,1,0,8,45,240,4,30,50,5,0,66,28,6,2000,-1:-1,umh,show,slow,10,animation,404650,317.01,0.31,0:40.86,776,12.28,159.91
1319,None,None,None,--no-asm,--slow-firstpass,--weightb,1.0,1.4,1.0,4.2,0.4,0.7,0.7,1,1,0,40,200,4,20,10,4,0,66,18,1,2000,-2:-2,dia,crop,slow,30,psnr,18432417,138.55,0.43,0:19.42,715,26.01,7371.75
1320,--aud,--constrained-intra,None,None,None,--weightb,2.0,1.5,1.3,1.6,0.6,0.7,0.1,2,2,10,45,260,1,21,20,5,2,62,38,6,2000,1:1,dia,show,faster,40,grain,8510247,24.07,0.27,0:09.68,251,52.22,3401.92
133,None,None,None,--no-asm,--slow-firstpass,--weightb,1.0,1.0,1.3,1.0,0.5,0.6,0.7,3,2,16,0,300,1,22,50,4,1,66,48,6,2000,1:1,dia,crop,faster,10,ssim,369678,97.76,0.27,1:02.13,157,8.06,145.69
1321,--aud,None,None,None,--slow-firstpass,--no-weightb,1.0,1.1,1.0,1.8,0.6,0.6,0.7,3,1,0,45,220,4,27,20,3,0,61,18,6,1000,-1:-1,umh,crop,medium,40,ssim,7971771,46.63,0.40,0:07.03,668,72.91,3187.49
1322,None,None,None,None,None,--weightb,2.5,1.1,1.3,4.4,0.6,0.6,0.4,1,0,6,45,230,3,24,30,4,0,69,28,3,1000,1:1,umh,show,ultrafast,0,animation,4824578,7.52,0.19,0:01.29,598,436.98,1927.67
1323,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,1.5,1.3,1.3,3.2,0.3,0.7,0.9,2,0,0,20,280,0,29,40,5,0,67,28,2,1000,-2:-2,dia,show,faster,40,psnr,1459452,40.55,0.30,0:05.71,715,89.51,582.57
1324,None,None,None,--no-asm,--slow-firstpass,--weightb,3.0,1.2,1.1,0.2,0.5,0.6,0.7,1,1,2,10,240,3,24,0,4,2,65,28,4,1000,1:1,umh,show,ultrafast,10,ssim,56384122,127.00,0.26,0:17.06,745,29.47,22552.44
1325,None,None,None,None,--slow-firstpass,--weightb,2.5,1.3,1.3,1.8,0.5,0.8,0.9,3,0,16,45,270,0,30,30,3,0,64,28,6,2000,-1:-1,dia,crop,slow,10,grain,4030528,37.22,0.37,0:05.79,648,88.47,1610.58
1326,None,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.2,1.1,1.0,0.4,0.7,0.0,1,2,6,30,260,3,23,40,3,4,68,48,4,1000,1:1,umh,show,slower,0,psnr,1114475,288.24,0.66,0:39.81,725,12.60,443.61
1327,None,--constrained-intra,None,None,--slow-firstpass,--weightb,2.0,1.0,1.2,0.4,0.4,0.7,0.3,2,0,14,25,300,2,24,20,3,2,60,48,6,1000,-1:-1,dia,show,placebo,30,psnr,9674162,88.44,0.25,0:12.34,718,41.09,3867.99
1328,None,--constrained-intra,--intra-refresh,--no-asm,None,--no-weightb,3.0,1.6,1.3,1.8,0.4,0.9,0.7,2,0,12,25,300,3,25,30,5,2,63,18,1,1000,1:1,hex,show,veryslow,0,animation,3948434,217.87,0.29,0:28.70,760,17.50,1577.64
1329,--aud,None,None,--no-asm,None,--no-weightb,0.0,1.0,1.2,0.2,0.3,0.9,0.7,3,0,12,0,220,0,26,50,3,3,67,18,6,2000,-1:-1,umh,show,veryfast,30,ssim,313302,81.56,0.38,0:13.13,623,38.44,123.55
1330,--aud,None,None,--no-asm,None,--weightb,1.5,1.1,1.1,2.4,0.5,0.9,0.4,0,1,12,45,270,4,27,40,5,2,65,38,6,2000,-2:-2,umh,show,veryslow,40,animation,1444721,425.85,0.46,0:59.65,714,8.40,575.75
134,None,None,None,None,--slow-firstpass,--weightb,0.5,1.2,1.0,3.6,0.3,0.6,0.9,0,2,6,20,200,0,24,10,5,2,68,18,6,2000,1:1,umh,crop,ultrafast,0,grain,31565316,30.04,0.49,0:04.53,673,117.37,12623.60
1331,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.4,1.2,4.4,0.6,0.6,0.8,0,0,4,5,290,4,28,10,3,4,67,38,4,1000,1:1,hex,crop,slower,40,animation,22887663,342.26,0.37,0:44.83,764,11.18,9152.60
1332,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,0.5,1.4,1.4,3.0,0.2,0.8,0.5,3,0,6,35,250,0,27,0,4,0,66,38,5,2000,-2:-2,umh,crop,fast,0,animation,45963996,43.87,0.40,0:06.49,681,78.95,18384.39
1333,--aud,None,None,None,--slow-firstpass,--no-weightb,0.5,1.1,1.4,3.6,0.2,0.6,0.1,2,1,6,0,200,1,27,10,5,0,65,18,5,2000,-2:-2,hex,crop,superfast,40,grain,25383830,9.77,0.27,0:01.62,618,354.71,10151.12
1334,--aud,None,None,--no-asm,None,--no-weightb,1.0,1.4,1.4,2.2,0.5,0.6,0.2,3,1,10,25,280,1,25,30,4,2,69,38,5,2000,1:1,hex,crop,slow,0,psnr,2912526,187.44,0.35,0:25.56,734,19.67,1162.86
1335,None,--constrained-intra,None,None,None,--weightb,3.0,1.4,1.4,0.8,0.4,0.6,0.9,2,1,14,0,290,2,23,0,3,2,60,28,1,1000,-2:-2,umh,show,slower,40,ssim,46867326,44.66,0.32,0:07.00,642,74.13,18745.72
1336,None,--constrained-intra,None,None,None,--weightb,3.0,1.6,1.1,4.8,0.4,0.9,0.6,2,1,10,10,290,1,21,50,4,3,68,48,4,2000,1:1,dia,crop,veryfast,10,psnr,325726,4.46,0.28,0:01.77,268,308.49,128.13
1337,None,--constrained-intra,None,--no-asm,None,--weightb,2.0,1.0,1.4,4.0,0.3,0.9,0.7,3,2,16,30,250,2,23,50,3,1,68,38,2,2000,-2:-2,dia,show,placebo,0,ssim,294227,129.48,1.19,0:48.89,267,10.26,115.48
1338,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.5,1.1,1.4,4.4,0.6,0.9,0.4,3,0,14,20,280,4,29,0,5,0,65,28,2,1000,-2:-2,dia,show,ultrafast,0,psnr,63168134,15.27,0.27,0:02.75,564,219.50,25266.05
1339,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.0,1.4,1.1,3.0,0.2,0.8,0.7,2,0,2,0,270,1,29,10,3,4,65,18,2,2000,-2:-2,hex,show,veryfast,0,animation,23353375,12.33,0.27,0:01.92,655,292.56,9339.05
1340,--aud,None,None,None,None,--no-weightb,0.0,1.5,1.2,4.2,0.6,0.9,0.5,1,2,6,0,300,1,25,30,3,1,64,48,6,1000,1:1,dia,show,placebo,10,grain,3582441,54.47,0.28,0:08.49,644,59.66,1430.80
135,None,None,None,None,None,--no-weightb,1.0,1.1,1.1,1.2,0.5,0.7,0.7,1,2,10,10,240,2,30,50,3,1,68,18,1,1000,-2:-2,umh,crop,superfast,40,ssim,282914,8.88,0.51,0:03.90,240,132.56,110.68
1341,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.4,1.0,2.2,0.6,0.7,0.7,2,0,12,25,280,1,22,50,3,1,68,38,3,1000,-2:-2,hex,crop,veryslow,40,grain,548045,112.34,0.29,0:15.10,745,33.43,217.45
1342,None,None,None,--no-asm,--slow-firstpass,--weightb,2.5,1.0,1.0,0.4,0.2,0.7,0.0,2,2,12,30,220,4,30,10,4,4,64,18,4,2000,-2:-2,hex,show,superfast,30,ssim,23907919,102.16,1.59,0:22.64,458,22.26,9560.67
1343,--aud,None,None,None,None,--weightb,1.0,1.4,1.3,1.8,0.5,0.7,0.5,0,1,12,35,260,2,28,10,3,0,61,48,6,2000,-1:-1,hex,crop,faster,40,ssim,19080675,21.87,0.30,0:03.29,673,162.59,7630.12
1344,None,--constrained-intra,None,--no-asm,None,--no-weightb,2.5,1.1,1.1,3.6,0.6,0.8,0.2,1,1,12,50,240,3,30,50,5,4,67,48,4,2000,1:1,hex,show,slower,30,animation,431278,93.74,0.43,0:12.61,746,40.06,170.40
1345,None,--constrained-intra,None,None,None,--weightb,2.5,1.0,1.4,0.2,0.4,0.7,0.3,2,2,0,0,230,4,28,30,4,2,63,28,3,1000,-1:-1,hex,crop,slow,40,animation,3178850,30.85,0.33,0:04.76,653,107.78,1270.32
1346,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.0,1.4,1.4,2.0,0.2,0.8,0.2,2,1,0,50,230,1,30,50,3,0,63,18,1,2000,-2:-2,dia,show,fast,0,animation,404259,4.86,0.18,0:00.96,522,596.39,160.49
1347,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,1.0,1.5,1.1,3.6,0.6,0.7,0.8,2,1,4,40,220,0,30,50,4,0,65,48,1,2000,1:1,umh,show,superfast,40,grain,428085,30.92,0.25,0:04.91,634,103.88,168.85
1348,--aud,None,None,--no-asm,None,--weightb,1.0,1.1,1.0,3.6,0.3,0.6,0.1,3,1,2,15,250,0,21,20,4,2,66,38,6,1000,-1:-1,hex,show,veryfast,0,grain,10295987,103.33,0.38,0:13.46,770,37.58,4116.25
1349,None,None,None,--no-asm,None,--weightb,1.0,1.5,1.4,2.4,0.6,0.9,0.8,3,0,10,10,240,3,30,40,3,4,64,28,1,1000,1:1,umh,crop,slow,30,ssim,1040914,162.38,0.23,0:21.14,769,23.80,414.54
1350,--aud,--constrained-intra,None,--no-asm,None,--weightb,3.0,1.1,1.2,2.8,0.4,0.6,0.5,1,2,6,0,300,4,20,30,5,0,62,18,2,1000,-2:-2,dia,crop,veryslow,30,psnr,3018427,195.29,0.91,0:27.37,716,18.37,1205.12
136,--aud,--constrained-intra,None,None,None,--no-weightb,1.5,1.2,1.1,1.6,0.4,0.8,0.4,0,0,8,30,260,0,29,10,3,4,69,28,2,1000,-1:-1,dia,crop,superfast,40,psnr,26694303,8.36,0.21,0:01.40,612,408.31,10675.77
1351,--aud,None,None,None,None,--weightb,0.0,1.6,1.0,1.4,0.6,0.7,0.8,3,2,16,10,230,2,22,50,4,1,60,18,2,2000,1:1,hex,show,slow,40,animation,368138,26.37,0.93,0:10.68,255,47.43,145.05
1352,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.0,1.5,1.0,5.0,0.2,0.6,0.1,0,2,14,40,290,1,26,20,4,4,64,38,5,1000,-2:-2,umh,show,placebo,40,grain,10019284,102.79,0.31,0:17.86,577,28.32,4005.54
